conv_id,turn_no,conv_type,speaker,text,emotion,empathy,politeness
249,11,low_096,T,"Ok, alright good. We'll set an appointment for you to come see me in another month. When we see you in another month you need to have quit smoking cigarettes because you know how bad it is for you. Alright? Alright, you can pick up the prescription from my nurse on your way out and then call me at the clinic if you have any questions. OK. Thank you so much it was good seeing you again. OK, Alright. Take care. Bye ",,highly empathetic,highly polite
250,0,low_097,C,That's great.,grateful,,
250,1,low_097,T,"However, I'm pretty concerned about something I'm noticing in your mouth. Actually, if you look up here... the roof of your mouth, I'm noticing a lot of irritation that's really consistent with tobacco use. And you had said on your form that you're not a tobacco user, so...",,non empathetic,low polite
250,2,low_097,C,I don't...,afraid,,
250,3,low_097,T,I'm just wondering what's going on.,,non empathetic,low polite
250,4,low_097,C,I don't smoke cigarettes.,sad,,
250,5,low_097,T,"OK. Well, as I said, there's a lot of irritation. In particular, like I was mentioning, up here in the roof of your mouth, it's turned really deathly white colored, and there's little red spots, and you probably didn't notice cause we don't spend a lot of time looking at the roof of our mouth. But you're really damaging this tissue in your mouth, which can really cause some severe problems in terms of your oral health. It's called, Nicotinex Domotitus, and this is something we don't see in any patients who don't use tobacco. So, maybe you're not smoking cigarettes. Are you smoking a pipe? Or cigars? Or, is there something else that..",,non empathetic,low polite
250,6,low_097,C,Well...,sad,,
250,7,low_097,T,"Could be contributing to this, because I don't know what else might be causing it.",,non empathetic,low polite
250,8,low_097,C,"Well, no. Only thing... I've never smoked cigarettes, ever.",trusting,,
250,9,low_097,T,Mmm hmm.,,non empathetic,impolite
250,10,low_097,C,"Um, but, um, when um, when I got with my friends, um, we like to go to, you know, we like to go out to lounges...",sad,,
250,11,low_097,T,Mmm hmm.,,non empathetic,impolite
250,12,low_097,C,"And, um, you know, sometimes there are those... those, uh, nice young men that gift you different sorts of things, and we got some of those many, uh, cigars, that Swisher Sweets...",grateful,,
250,13,low_097,T,Uh huh.,,low empathetic,low polite
250,14,low_097,C,"They come in peach, and grape, and... and, you know, that's the only time that really, you know, I've ever really used anything that, that's got tobacco in it.",angry,,
250,15,low_097,T,"OK. So, I think that's a pretty common misconception, because they're fruit flavored, people think they're OK. Those are really bad for you. Did you know that?",,low empathetic,highly polite
250,16,low_097,C,"Really bad, but they're just little, mini little, cute little, girly cigars.",sad,,
250,17,low_097,T,"Right. They're still cigars. And they're still tobacco. And so, they still cause lung cancer, oral cancer, emphysema. All those same kinds of things that you would see with cigarettes.",,non empathetic,low polite
250,18,low_097,C,"Well, I only use 'em...",sad,,
250,19,low_097,T,This is really important.,,highly empathetic,low polite
250,20,low_097,C,"Just to relax. I mean, it's not like it's something that I would smoke twenty or thirty cigarettes a day. I mean, I only do it when we go out.",content,,
250,21,low_097,T,"Uh huh. Well, that's, I mean, at least you're not doing that. So, that's good. But it's still causing a lot of problems, and as I said, I can see the... the evidence in the roof of your mouth. You're causing some serious damage. And this needs to stop.  Have you thought about quitting?",,non empathetic,highly polite
250,22,low_097,C,"Well, I didn't really know I'd started.",sad,,
250,23,low_097,T,What do you mean?,,non empathetic,low polite
250,24,low_097,C,I didn't really think that it was anything more than just like social drinking. Just something that I do in a social setting when me and my friends go out to the bars.,sad,,
250,25,low_097,T,"So, you're gonna quit then?",,low empathetic,low polite
250,26,low_097,C,"Uhh, maybe.",hopeful,,
250,27,low_097,T,"What do you mean, maybe? I just told you how bad it is for you. It's messing up your mouth. You're putting yourself at risk for all these other diseases. This is really important. You need to quit.",,low empathetic,low polite
250,28,low_097,C,"Well, it's something that I'll have to think about.",afraid,,
250,29,low_097,T,"What's there to think about? You said it's not, that... something you do all that often. Um, there's all these negative side effects. There's all these risks that you're putting yourself in.",,non empathetic,low polite
250,30,low_097,C,"Well,it's just something that I do to relax, and I don't do it that often. And so, I probably could cut back.",content,,
250,31,low_097,T,"OK, well that's a good start, but cutting back isn't gonna do it. If you actually quit the smoking, you can reverse all the damage you've done in your mouth, and you can stop yourself from... from being at risk for these other diseases. But, but as long as you're continuing to use these cigars, you're really putting yourself in a lot of danger.",,low empathetic,low polite
250,32,low_097,C,"Well, I don't believe that they're cigars, and... what I do believe is that, it's a choice. And it's my right. And it's something that I choose to do. And so, I will think about cutting back. But I'm not at a point where I'm ready to do that, and I'm not really sure that I even believe that what you're telling me is real.",afraid,,
250,33,low_097,T,"You're choosing to really damage your mouth, and actually it can cause problems with your teeth, too. I don't know if you've noticed your teeth might be getting yellower than they were before. That's another side effect. There are a lot of really negative things that go along with any tobacco use. Whether it's cigarettes, cigars, dip, chews, snuffs, snus, hookah, any of it. This is a really important decision that you're making, and you said it's your choice, but you're really choosing to make yourself sick, and potentially die.",,non empathetic,low polite
250,34,low_097,C,"Well, it's something that I'll think about.",hopeful,,
250,35,low_097,T,"Well, I appreciate you thinking about it. I hope you'll think about it really hard. You know, this is something that I'm gonna continue to ask you about, because it's something that really needs to change. ",,highly empathetic,highly polite
251,0,low_098,T,Can I help you?,,highly empathetic,low polite
251,1,low_098,C,"Uh yea, I just got off work and apparently they're going smoke free so I thought I'd stop by the pharmacy here and see what my options are. Some of my friends have tried nicotine patches and they say they work very well. I don't really wanna quit smoking, I just need something to get me through the day.",hopeful,,
251,2,low_098,T,So you want nicotine replacement but you don't want to quit smoking?,,low empathetic,low polite
251,3,low_098,C,"Maybe like, during the day nicotine replacement. Is that, I mean do you have anything like that?",hopeful,,
251,4,low_098,T,"Yea, we don't really recommend that. The idea is that you would use the nicotine replacement to actually quit so then you wouldn't be smoking at work but you also wouldn't be smoking the rest of the time either.",,non empathetic,highly polite
251,5,low_098,C,"Well I don't really want to quit, I mean I like smoking, I like going after work to have a beer with my friends, not smoke cigarettes. I mean, I know it's not really a big deal, cigarettes aren't that bad. I mean I know it's popular to say smoking is bad for you but ya know, I like it so I'm going to keep doing it.",trusting,,
251,6,low_098,T,"Okay well smoking really is really bad for you, you know it causes things like lung cancer, emphysema, heart disease.",,low empathetic,low polite
251,7,low_098,C,Yeah. Okay.,angry,,
251,8,low_098,T,Oral disease.,,non empathetic,impolite
251,9,low_098,C,"Oh well what are my options now? Assuming that I am right, what are my options?",hopeful,,
251,10,low_098,T,"Well to be honest with you, you mentioned the patch, I can't recommend a patch to you if you're going to continue smoking that can actually be pretty dangerous for you. In order to advise you about this at all I need you to tell me a little bit more about your smoking history and how much you're smoking now.",,non empathetic,highly polite
251,11,low_098,C,I smoke barely a pack a day. I mean I probably smoked about  or  years now. It's not really a lot of cigarettes but it's sorta hard to get through the day at work.,sad,,
251,12,low_098,T,Okay well we actually consider  cigarettes a day to be a significant amount and in fact I would then recommend to you that you start on the highest dose of nicotine replacement.,,non empathetic,highly polite
251,13,low_098,C,Sounds good to me. The more nicotine the better. Is there like gum or something? Could I chew it like while I'm in the office? That sounds pretty great. Do you have?,afraid,,
251,14,low_098,T,"Well there are some products that you could use to take away some of your cravings, then probably the gum would be the best option for you. It's not something that you would continue to use continuously throughout the day however but gum is something you use just when you have a craving.",,highly empathetic,highly polite
251,15,low_098,C,Oh. Okay. Well where is that?,angry,,
251,16,low_098,T,"Well, we have that here but again but the idea would be for you to actually quit smoking.",,highly empathetic,low polite
251,17,low_098,C,"Well, I'm probably not going to buy anything today. I mean I just came by to see what my options are. Thanks for the input. Do you have anything else? Do you have any other?",content,,
251,18,low_098,T,Well.,,non empathetic,low polite
251,19,low_098,C,Advice for me?,hopeful,,
251,20,low_098,T,"Aside from the gum you could try the nicotine lozenge that would be another option for you, again that's not something you wanna use continuously throughout the day. The nicotine patch is the best for continuous nicotine replacement but again that's not something you can use while you're continuing to smoke.",,non empathetic,low polite
251,21,low_098,C,"Oh well. Okay, well, thanks, I mean I guess that helps a little bit. Maybe I'll be back later. Thanks. ",grateful,,
252,0,low_099,C,Yeah.,sad,,
252,1,low_099,T,That's really a problem.,,non empathetic,impolite
252,2,low_099,C,"Yeah, it's pretty stressful for both of us. He gets really upset.",sad,,
252,3,low_099,T,"Well, one of the primary risk factors for multiple ear infections in kids is actually smoke exposure. Are you smoking?",,non empathetic,low polite
252,4,low_099,C,"Yeah, I ...  Yeah, I do smoke, but I don't smoke around him. I try really hard not to smoke around him.",sad,,
252,5,low_099,T,"Well, the fact that he's having these ear infections, is indicating to me that he is being exposed to smoke. And so, what can you tell me about that?",,non empathetic,highly polite
252,6,low_099,C,"I ...  I don't know. I mean, I try really hard not to smoke around him. I don't smoke in the car, um, when he's home, I go outside to smoke. I just ...  I mean, I know it's bad, and I know it's bad for him, so I don't want him to be around it, so I try really hard.",sad,,
252,7,low_099,T,"I really need you to quit smoking. Both for your health and for Aiden.  Do you know, smoking around your child is associated not only with ear infections,  it could get to the point where he'll have to put tubes in his ears pretty shortly here. Also things like vitamins C deficiency, cavities, like dental cavities, behavior problems, um, asthma, other upper respiratory infections. It's really putting him at a lot of risk. In additions to that, kids of smokers end up smoking themselves. Do you want him to grow up to be a smoker?",,non empathetic,low polite
252,8,low_099,C,"No. But I don't smoke ...  I ...  I ...  I've thought about quitting, but it's just, it's really hard. So, I just don't know how to do it.",afraid,,
252,9,low_099,T,"Well, now's the time to quit. It's really gotten to the point where you can't keep smoking. Not only for him, like I said, but also for you. You're putting yourself at risk for lung cancer, for Emphysema, for oral cancers, for heart disease. For all kinds of things.",,non empathetic,low polite
252,10,low_099,C,"I know, I know. I've heard people tell me before. I've heard all that. I just  ...  don't know how to do it. How am I supposed to quit? It's so hard.",afraid,,
252,11,low_099,T,"Well, there's all kinds of things you can use know. It's not as hard as it used to be. You can use nicotine replacement. There's patches, there's lozenges, there's gum. There's the inhaler. There's  nasal spray. We can talk about medications. You can try Chantix, you can try Zyban. There's quit smoking groups  you can go to. There's hotlines you can call ...",,highly empathetic,low polite
252,12,low_099,C,I just don't have time for any of that ...,sad,,
252,13,low_099,T,There's no reason why you shouldn't be able to quit. This is really important.,,highly empathetic,low polite
252,14,low_099,C,"I understand that. I know it is ...  I mean, everybody has problems, right? It's just really, it's really really hard.",sentimental,,
252,15,low_099,T,"Well, what can be more important to you than the health of your child?",,highly empathetic,low polite
252,16,low_099,C,I don't know.,afraid,,
252,17,low_099,T,I really need you to tell me that you're gonna quit smoking. This is really important.,,highly empathetic,highly polite
252,18,low_099,C,"I'll, I'll, I'll go look at all those things and I'll find ...  I guess I'll try to find something, and I'll talk to my doctor about it.",hopeful,,
252,19,low_099,T,"OK, well I think you really need to think about this seriously. Like I said, it's really putting yourself and your child in danger.",,non empathetic,low polite
252,20,low_099,C,OK. Whatever. OK.,content,,
252,21,low_099,T,OK,,non empathetic,low polite
253,0,low_100,T,"Uh, Patricia...",,non empathetic,low polite
253,1,low_100,C,No. It's Alexis miss.,sad,,
253,2,low_100,T,"Ah Alexis. And... Yes, of Course. Yes.  Yes.    What can I do for you?",,highly empathetic,low polite
253,3,low_100,C,"Uh, I'd just like to speak to you about some personal problems.",sad,,
253,4,low_100,T,"Ah, personal problems? Oh is this going to be about something serious?  Come sit.  Come. Come.  There we go.  That's it. That's it. Alright.  Umm...I'm going to sit here.  Yes.  What's your problem?",,non empathetic,low polite
253,5,low_100,C,"Well Miss, Um I don't know how to say this.  Miss, I think I might be pregnant.",afraid,,
253,6,low_100,T,"Pr...whooo  You said you might be pregnant?  Uh my goodness alive.  Okay.  Alright.  No, We can deal...  Now we...alright, now we can deal with this.  Umm...okay, just back up.  Tell me, tell me, tell me how it happened.",,low empathetic,highly polite
253,7,low_100,C,"Well, Miss, it's my family Miss.  My mom and my dad aren't in a very good relationship mostly.  Then,l ike and then like I met my boyfriend and then and then like I also am not on the pill, Miss and then like you know stuff happens.  And now I think I might be pregnant.",afraid,,
253,8,low_100,T,Now are you on the pill?,,non empathetic,low polite
253,9,low_100,C,No Miss. Like I just said I'm not on the pill.,sad,,
253,10,low_100,T,"You're not on the... You're not on the pill?  What are you thinking?  What? Is your, is your head not attached to your body or something? Eh?",,low empathetic,low polite
253,11,low_100,C,Ahhh.,content,,
253,12,low_100,T,The nerve.  Going all willy nilly with some guy and you're not even on the pill.  What do you? What do you even? Uh these children now-a-days. It's so ....,,non empathetic,low polite
253,13,low_100,C,"I know Miss.  It's just that, like my family, you know Miss. (crying) It will kill them. (crying)",sad,,
253,14,low_100,T,"Okay.  So just hold on, hold on. Ya. Lulu, I just got Alexis here.  She thinks she's pregant.  I'm going to need about ten minutes. Okay? Ten minutes.  Alright.  Great.  Yes. Okay.  Sorry.  Sorry.  Yes.",,non empathetic,highly polite
253,15,low_100,C,"Well Miss, like I know I know I was stupid ma'am.  It's just like",sad,,
253,16,low_100,T,"Stupid? You're stupid? Sheesh.  I don't know.  I just don't know. You know you would swing the, the...  You don't even know how, how difficult life could be, yeah?  Life, my girl, life is tough.  I mean, you just saw, I've got meetings to go to. I've got things to do in the evenings.  Life is difficult my girl.  You've got to take...You've got to learn to take responsibility.  My life.   If you knew how difficult my life can be, yeah.",,low empathetic,highly polite
253,17,low_100,C,I know life is hard. I love him Miss. He's the only thing I've go and I don't want to lose him because of this whole thing.,trusting,,
253,18,low_100,T,"Oh please. You think you...you think you have him? You don't have him.  Let me tell you a thing girl.  You don't have that guy. Uh, huh.  I know his type.  He's out there.  He's out there with the other girls and he's probably impregnated about three by now. Huh? You're just one of the lot. Don't think you've got him. You don't have him.",,low empathetic,highly polite
253,19,low_100,C,"Miss, don't tell me that. I don't want to tell anyone this because I haven't told him.",sad,,
253,20,low_100,T,"Okay, just hold on, hold on.",,highly empathetic,low polite
253,21,low_100,C,I haven't told him.,sad,,
253,22,low_100,T,"Okay. Sht. Wants to save him. Um.  Okay, Alright. I know what. I know what to do.  You just leave everything to me.  You don't worry.  Alright.  Look.  Look. Don't, you don't worry about your family.  You don't, you don't, don't tell your family. No. That's, that's what you must do.  You don't tell your fam...what I'll do, here we go.  Here's a name of a person and a telephone number.  You phone them.  Phone them. That's it.  That's it.  You keep that number.  Don't worry about your family okay.",,low empathetic,low polite
253,23,low_100,C,"Well Miss, I don't understand.  In class you said that when something important happens then you must tell your family. You know how bad this is.",sad,,
253,24,low_100,T,"What, what are you saying? Are you trying to say that I'm wrong?  Uh, heh, don't, don't do that.  Don't do that. I'm not wrong gir. I know what I'm doing. You just, you find that number and, and, and they will, they will help you. Don't you question what I'm doing.  Alright. Okay.  You find that number.",,low empathetic,highly polite
253,25,low_100,C,Of course I'm not.,sad,,
253,26,low_100,T,All the best. All the best. Okay. That's it.  That's it. There you go.,,highly empathetic,highly polite
254,0,low_101,C,"No, not really.",sad,,
254,1,low_101,T,"Why, what happened?",,non empathetic,impolite
254,2,low_101,C,"Well, since I had a relapse back in the spring, I've noticed I've had a lot more trouble with my walking, and a lot of problems with my memory. And I'm just tired all the time.",angry,,
254,3,low_101,T,Well how long ago did this all begin?,,non empathetic,low polite
254,4,low_101,C,After that relapse about two or three months ago.,afraid,,
254,5,low_101,T,Well have you been taking your Rubiff reguarly?,,non empathetic,low polite
254,6,low_101,C,"No, not really. I don't feel like it's helping much.",sad,,
254,7,low_101,T,Well when did you stop taking it?,,low empathetic,low polite
254,8,low_101,C,"Well, first I started by just stretching it out. I was only taking it every three to four days, and then I totally stopped at about a month ago.",sad,,
254,9,low_101,T,So your symptoms may be because you stopped your drug?,,non empathetic,low polite
254,10,low_101,C,"I don't think so. I didn't stop taking it until after my walking started to go. After that I did everything you told me to do. I took my shots religiously, a lot of help it's been.",trusting,,
254,11,low_101,T,I think you should go back on the drug. We know from clinical trial that it helps to slow progression. Going off it is only going to make things worse.,,highly empathetic,low polite
254,12,low_101,C,"I don't know if I believe that. I mean if it does, it hasn't helped me.",afraid,,
254,13,low_101,T,"Well, the data's clear! I think the first thing we need to do is get you back on the drug. We also need to change the way you're thinking about your MS and the drug. Drug's not a cure. It's only gonna slow progression. You know if you weren't on this drug, your symptoms would've come back sooner. And you need to think of the last two years that you've had without major symptoms as a success.",,highly empathetic,low polite
254,14,low_101,C,"Well, that's hard to do when you feel like I do.",sad,,
254,15,low_101,T,"I know, I see this all the time with my patients.",,highly empathetic,low polite
254,16,low_101,C,So is this normal?,afraid,,
254,17,low_101,T,"I wouldn't say ""normal"". MS is different for everyone.",,non empathetic,low polite
254,18,low_101,C,So what about me?,afraid,,
254,19,low_101,T,Well that's hard to say. So I'll see you in three months and you can start going back on the drug. Any questions?,,non empathetic,highly polite
254,20,low_101,C,No,angry,,
255,0,low_102,T,"Good afternoon, this is April from the pharmacy, could I speak to Faith please?",,highly empathetic,highly polite
255,1,low_102,C,This is faith.,trusting,,
255,2,low_102,T,I see you haven't picked up your prescription this month. Are you having some problems with it?,,non empathetic,low polite
255,3,low_102,C,Are you talking about my Avenex?,afraid,,
255,4,low_102,T,Yeah.,,low empathetic,low polite
255,5,low_102,C,"Well, I haven't been taking it for the last couple of weeks. To be honest, I took it for a year because my neurologist told me I should, but lately I haven't seen any reason to continue doing it because I don't feel better and I don't think I'm doing that badly.",content,,
255,6,low_102,T,Who' your doctor?,,non empathetic,impolite
255,7,low_102,C,"Dr. Livingston. He' my neurologist. I think I remember him saying something about it slowly the progression, but frankly April, I don't know what that means. He doesn't explain things very well, and if I ask him, he doesn't take the time to answer my questions.",afraid,,
255,8,low_102,T,Have you had any symptoms lately?,,non empathetic,low polite
255,9,low_102,C,"No, not really.",sad,,
255,10,low_102,T,Do you have any problems taking the drug?,,non empathetic,low polite
255,11,low_102,C,"I'm not crazy about taking the shots, but that's not the issue.",afraid,,
255,12,low_102,T,Are you having problems paying for it because we can help you with that.,,highly empathetic,low polite
255,13,low_102,C,"No, my HMO covers it.",grateful,,
255,14,low_102,T,I'm not sure I understand what the problem is.,,non empathetic,low polite
255,15,low_102,C,"Well, like I said, I don't see the point of taking this drug. What's it doing for me?",afraid,,
255,16,low_102,T,"As it says in the patient education kit you received, it reduces the risk of a second attack by over forty percent. The clinical data is very strong.",,highly empathetic,low polite
255,17,low_102,C,"Well, now you're sounding just like my neurologist. I still don't understand what that means.",afraid,,
255,18,low_102,T,"Well, Avonex provides a thirty seven percent reduction in risk of progression to sustain disability in two years and a forty-four reduction in risk of developing a second relapse in up-to three years.",,highly empathetic,low polite
255,19,low_102,C,Okay?,angry,,
255,20,low_102,T,Are you interested in reordering your prescription?,,highly empathetic,low polite
255,21,low_102,C,"No, not really, I, I think I want to think about this for a while.",afraid,,
255,22,low_102,T,It's important that you stay on it. There aren't really many options for MS.,,highly empathetic,low polite
255,23,low_102,C,"Well, maybe we have to wait until something better comes along.",hopeful,,
255,24,low_102,T,My expert opinion is that you stay on the medication until it does. Until newer drugs are developed this is the bet e have.,,highly empathetic,low polite
255,25,low_102,C,Well that's depressing.,sad,,
255,26,low_102,T,"Well, only if you think about it that way.",,non empathetic,low polite
255,27,low_102,C,"Yeah, okay. So are we done?",content,,
255,28,low_102,T,Unless there's anything else I can do to help.,,highly empathetic,low polite
255,29,low_102,C,"No, thank, bye.",sad,,
255,30,low_102,T,"Okay, bye bye. ",,low empathetic,low polite
256,0,low_103,C,Right.,angry,,
256,1,low_103,T,And now she's coughing. Um.,,highly empathetic,low polite
256,2,low_103,C,Yes,surprised,,
256,3,low_103,T,Sounds like post-nasal drip. I think it's probably just a virus.,,non empathetic,low polite
256,4,low_103,C,Okay.,angry,,
256,5,low_103,T,"Um, and I don't think she needs antibiotics, it's not going to do anything.",,highly empathetic,low polite
256,6,low_103,C,"Good, okay.",content,,
256,7,low_103,T,"But uh, and she'll probably be better by the weekend.",,highly empathetic,low polite
256,8,low_103,C,Good.,content,,
256,9,low_103,T,"Um, before we finish up today I think we really need to talk about Ganesa weight.",,non empathetic,low polite
256,10,low_103,C,Okay.,angry,,
256,11,low_103,T,"Um, according to the chart she is has a BMI of  which is at the  percentile, which is considerably overweight and we need to think about getting her weight down. Um, does she eat healthy does she, is she pretty active?",,non empathetic,low polite
256,12,low_103,C,"Okay, well, I don't know anything about this, um, BMI or  percentile, but I mean, she's a big boned girl. All of the girls in our family are. I mean she's active, she's growing. She looks healthy to me.",afraid,,
256,13,low_103,T,"Well, I think we need to check her cholesterol and her triglycerides. Cus, um, at this BMI, they, um, there might be some problems already, some serious problems, and if we look at these labs now, you know maybe you'll start to see that this is a serious problem.",,non empathetic,low polite
256,14,low_103,C,"Okay, I don't know about all that, but I just brought her in here for a cough. Plus, you know, Ganesa hates needles and she was proud that there was no needles today.",joy,,
256,15,low_103,T,"Well, I guess the blood work can wait, but we're going to have to get it done within the next year. Let's talk about her exercise, does she get enough aerobic exercise?",,non empathetic,low polite
256,16,low_103,C,"Well, yeah, at school and on weekends, she sometimes plays with her friends, but she's very active, she, she's strong.",joy,,
256,17,low_103,T,"Okay, okay, well what about her diet. Does she eat a lot of junk food or drink soda?",,non empathetic,low polite
256,18,low_103,C,"Well, we eat together a lot. And I mean, we only go to the fast food restaurant a few times a week. And she always drinks lemonade, never soda.",trusting,,
256,19,low_103,T,"Okay, well, um, you're going to have to cut the fast food down to no more than once a week. And lemonade, it's as bad as soda, it's full of sugar, so you're going to have to get her to drink more water.",,non empathetic,low polite
256,20,low_103,C,"Well, with the, the stress on my job, and, and, working long hours, I mean, sometimes we only get to eat fast food. And, and, she won't drink water.",angry,,
256,21,low_103,T,"Oh, Okay, well, do what you can. And tell me about her T.V. Does she watch a lot of T.V.?",,highly empathetic,low polite
256,22,low_103,C,"Well I mean a few hours after school. I mean, more than what I would like. I mean, I try, but no kids don't listen.",sad,,
256,23,low_103,T,"Okay, well, the American Academy Pediatrics recommends no more than two hours a day, so I think we're going to have to get that down to below two hours.",,non empathetic,low polite
256,24,low_103,C,"Well, that's going to be very difficult because, I, I need that time so that I can catch up on.",afraid,,
256,25,low_103,T,"Okay,",,non empathetic,low polite
256,26,low_103,C,Um,angry,,
256,27,low_103,T,"well, listen um, we're going to need to finish up here. I'd really like to see Ganesa lose three to five pounds before we see her again. So, let me just kinda go over what we talked about. More water, less junk food, less fast food and uh, cut down on the TV. Does that sound okay?",,highly empathetic,highly polite
256,28,low_103,C,Okay.,angry,,
256,29,low_103,T,"Okay, Thanks for coming in.",,highly empathetic,highly polite
256,30,low_103,C,Thanks,grateful,,
257,0,low_104,C,Hi.,sentimental,,
257,1,low_104,T,How are you?,,highly empathetic,impolite
257,2,low_104,C,"Yeah, I've been sitting here saying that word.",sad,,
257,3,low_104,T,"Well, I don't know last time I called you and then the phone is not ringing and I'm not sure.  I'm glad you called.",,non empathetic,highly polite
257,4,low_104,C,Yup.,angry,,
257,5,low_104,T,And set up an appointment with me.,,highly empathetic,impolite
257,6,low_104,C,"Yup, for the last three days, we've had storms and it's been cloudy and I have not had no signal on this phone until today.",angry,,
257,7,low_104,T,Wow.,,highly empathetic,low polite
257,8,low_104,C,Because I had four or five people have called me.,afraid,,
257,9,low_104,T,Really?,,non empathetic,impolite
257,10,low_104,C,"Yeah, and I just didn't get it.",sad,,
257,11,low_104,T,"Well, before we begin I just want to remind you that all calls at Aetna is subject to be monitored and recorded for the quality assurance, okay.",,non empathetic,highly polite
257,12,low_104,C,"Yup, yes ma'am.",confident,,
257,13,low_104,T,"And then also about genetic information non discrimination act just a reminder too that because of legislation prohibits gathering genetic information so when you answer my question you don't have to include any family medical history or any information related to genetics, okay?",,highly empathetic,low polite
257,14,low_104,C,Uh-huh.,angry,,
257,15,low_104,T,So how you been since I spoke to you last time?,,highly empathetic,low polite
257,16,low_104,C,"Oh, I've been fine.  I've been to the doctor; I went for my six months checkup.",content,,
257,17,low_104,T,"Okay, when was that?",,non empathetic,low polite
257,18,low_104,C,rd of June.,afraid,,
257,19,low_104,T,"Okay, what the doctor say?",,non empathetic,low polite
257,20,low_104,C,"That everything looked good, they took my blood and I haven't heard a thing from them.  Most times they usually send me something if something is wrong.",afraid,,
257,21,low_104,T,"Usually, yeah, if you don't hear from the doctor that means good news isn't it?",,highly empathetic,highly polite
257,22,low_104,C,"Yeah, yeah.",sad,,
257,23,low_104,T,Because if something's wrong most definitely they will call you.,,highly empathetic,low polite
257,24,low_104,C,"Uh-huh, yup, my six month checkup.",afraid,,
257,25,low_104,T,So you do all the cholesterol check and everything?,,highly empathetic,low polite
257,26,low_104,C,I don't do nothing.,content,,
257,27,low_104,T,I mean the doctor draws your blood work.,,non empathetic,low polite
257,28,low_104,C,"Yeah, yeah, they drew all the blood, I think they draw two vials of blood.  He said that they would notify me within about three or four days, but I never have, they usually send a piece of paper stating that everything was okay, but I didn't get nothing this time, figured it was okay.",afraid,,
257,29,low_104,T,"Well, I just want to ask you a question this time.  I want to ask you about the tobacco that you've been using, so what kind of tobacco product you use?",,non empathetic,highly polite
257,30,low_104,C,This is a loose leaf.,sad,,
257,31,low_104,T,"Okay, like a chewing tobacco?",,non empathetic,low polite
257,32,low_104,C,"Yes, ma'am.",confident,,
257,33,low_104,T,So you used the last four weeks?,,non empathetic,low polite
257,34,low_104,C,I what?,afraid,,
257,35,low_104,T,You have been using the last four weeks?,,non empathetic,low polite
257,36,low_104,C,"Yeah, I've been using tobacco for the last four weeks.  Sixty years I've been doing that.",sad,,
257,37,low_104,T,"Sixty years, have you been to the dentist to have them check your mouth?",,non empathetic,low polite
257,38,low_104,C,I've got dentures.  I've had dentures ever since I was about  years old.,confident,,
257,39,low_104,T,Do you see a dentist?,,non empathetic,impolite
257,40,low_104,C,"No, I don't go to a dentist.",sad,,
257,41,low_104,T,So you have not seen a dentist for how many years?,,non empathetic,low polite
257,42,low_104,C,"Oh, shucks, I ain't seen a dentist since I had my teeth pulled out, I reckon.  That's probably - years ago.",afraid,,
257,43,low_104,T,"You're kidding me, really,  to  years ago, oh my gosh.  You're probably the only person I know that don't see the dentist.",,non empathetic,low polite
257,44,low_104,C,"If you've got dentures, what's the use of going to the dentist if you've got dentures?",afraid,,
257,45,low_104,T,"Well, usually dentists will check your mouth.  Sometimes if you chew tobacco you have a chance that there might have some growth or something abnormal in your mouth and you don't know, you see.",,non empathetic,low polite
257,46,low_104,C,"Well, most of the time if I do, I usually tell, I can tell if something's maybe wrong with my mouth.  I usually take my dentures out and let them soak; I'll wash them up with warm salt water and stuff like that before I go to bed.",confident,,
257,47,low_104,T,So you kind of take care of your mouth?,,highly empathetic,low polite
257,48,low_104,C,Well sorta.  I think I've done pretty good.,content,,
257,49,low_104,T,But you only use the leaf tobacco; you're not smoking or anything.,,low empathetic,low polite
257,50,low_104,C,"No, I don't smoke; I never did take up the habit of smoking.",trusting,,
257,51,low_104,T,"But, how often do you chew tobacco a day?",,low empathetic,impolite
257,52,low_104,C,All the time.,angry,,
257,53,low_104,T,All day long?,,non empathetic,impolite
257,54,low_104,C,"All the time, all day long, all day long, from the time I get up, time I go to bed.",angry,,
257,55,low_104,T,So how much does that cost you?,,non empathetic,impolite
257,56,low_104,C,"Um, this tobacco it probably cost me maybe $. a day.",angry,,
257,57,low_104,T,"So basically, you're not planning on cutting down; you are just going to do the same thing?",,non empathetic,low polite
257,58,low_104,C,"___________if it starts to gets to bothering me, I'd probably cut down.",angry,,
257,59,low_104,T,Okay.,,non empathetic,low polite
257,60,low_104,C,"So far I have no problem.  I use to chew ______________ tobacco, back when they use to have ___________ tobacco, years ago, I use to, when I first started chewing I was chewing _____________.",content,,
257,61,low_104,T,Have you ever used any type of medication or any nicotine to try to stop chewing tobacco?,,low empathetic,low polite
257,62,low_104,C,"No, ma'am.",sad,,
257,63,low_104,T,"No, okay.",,non empathetic,low polite
257,64,low_104,C,"No, ma'am.  I haven't found no reason to.",trusting,,
257,65,low_104,T,And your doctor knows about it that you chew tobacco?,,low empathetic,low polite
257,66,low_104,C,"Yes, yes, he does.",joy,,
257,67,low_104,T,And you have not been checked with ultrasound or anything like that?  Have you ever had an abdominal aortic aneurysm test?  Probably not.,,non empathetic,low polite
257,68,low_104,C,"No, I don't think so.",afraid,,
257,69,low_104,T,"If you not see a dentist, I bet you.",,non empathetic,low polite
